PropertyID,City,State,PropertyType,Bedrooms,Bathrooms,AreaSqFt,YearBuilt,Floor,TotalFloors,Furnishing,Parking,SaleType,SaleDate,Currency,Price
424,Chennai,Tamil Nadu,Condo,1,2,492,2024,20,22,Semi-Furnished,Covered,Resale,2023-06-21,INR,6827517
1809,Gurgaon,Haryana,Apartment,2,2,1005,2007,10,14,Unfurnished,Covered,Resale,2023-01-31,INR,10617215
2348,Gurgaon,Haryana,Apartment,3,3,1694,2002,24,25,Semi-Furnished,Covered,Resale,2025-06-23,INR,20645385
1588,Hyderabad,Telangana,Apartment,2,3,840,2016,19,23,Semi-Furnished,Covered,Resale,2025-06-29,INR,8308536
841,Lucknow,Uttar Pradesh,Apartment,2,1,730,2003,24,30,Unfurnished,Open,Resale,2024-08-21,INR,5000000
66,Chennai,Tamil Nadu,Apartment,2,1,842,2023,10,11,Semi-Furnished,Covered,Resale,2023-09-07,INR,11121900
1646,Noida,Uttar Pradesh,House,4,4,2481,2004,0,1,Semi-Furnished,Open,Resale,2025-03-02,INR,25349647
1711,Gurgaon,Haryana,Apartment,1,1,562,2018,14,24,Unfurnished,Covered,Resale,2023-10-04,INR,8194279
1458,Gurgaon,Haryana,Condo,4,4,2197,2017,10,20,Semi-Furnished,Open,Resale,2023-12-06,INR,30862950
1560,Bengaluru,Karnataka,House,4,3,1700,2012,0,1,Semi-Furnished,None,Resale,2024-10-07,INR,20928792
231,Ahmedabad,Gujarat,Apartment,2,2,1112,2014,17,26,Semi-Furnished,Open,Resale,2023-03-01,INR,6935318
1576,Gurgaon,Haryana,Apartment,1,1,619,2001,0,4,Unfurnished,None,Resale,2024-08-19,INR,7036479
1570,Chennai,Tamil Nadu,Apartment,1,1,562,2023,17,26,Unfurnished,None,New,2023-09-12,INR,6109157
1186,Mumbai,Maharashtra,Apartment,2,3,806,2019,12,22,Unfurnished,Covered,Resale,2023-02-09,INR,22121133
890,Noida,Uttar Pradesh,Apartment,3,3,1069,2010,16,20,Furnished,Covered,Resale,2024-09-15,INR,12210943
1400,Hyderabad,Telangana,Apartment,3,3,1729,2010,20,30,Unfurnished,Covered,Resale,2025-01-01,INR,16096675
730,Noida,Uttar Pradesh,Condo,2,2,943,2019,11,19,Furnished,Open,Resale,2023-10-12,INR,9792705
737,Gurgaon,Haryana,Apartment,3,2,1410,2006,5,9,Unfurnished,None,Resale,2023-11-09,INR,16649282
1074,Kolkata,West Bengal,House,3,3,1919,1991,0,1,Unfurnished,Covered,Resale,2025-03-04,INR,14047672
375,Bengaluru,Karnataka,Townhouse,2,3,1157,2023,0,1,Furnished,None,New,2024-04-13,INR,18794001
760,Mumbai,Maharashtra,Condo,1,1,595,2018,15,22,Semi-Furnished,None,Resale,2025-09-04,INR,16491412
2251,Lucknow,Uttar Pradesh,Apartment,1,1,582,2004,21,31,Furnished,None,Resale,2025-05-24,INR,5000000
1668,Mumbai,Maharashtra,Apartment,3,3,1348,2016,23,24,Unfurnished,Open,Resale,2023-07-11,INR,32122933
298,Ahmedabad,Gujarat,Apartment,2,3,736,2016,4,11,Furnished,Open,Resale,2023-01-13,INR,5000000
599,Kolkata,West Bengal,House,3,3,1748,2004,0,1,Furnished,Covered,Resale,2025-03-24,INR,15678024
1972,Noida,Uttar Pradesh,Apartment,2,2,1107,2014,8,14,Semi-Furnished,Covered,Resale,2024-08-23,INR,8357778
100,Lucknow,Uttar Pradesh,Apartment,2,2,935,2008,9,18,Furnished,Covered,Resale,2023-01-10,INR,5240650
1055,Mumbai,Maharashtra,House,4,3,2915,2017,0,1,Furnished,Covered,Resale,2025-07-31,INR,78427227
1780,Jaipur,Rajasthan,Apartment,2,2,1050,2006,21,30,Semi-Furnished,Open,Resale,2025-01-27,INR,5786479
1238,Chennai,Tamil Nadu,Apartment,3,3,1223,2014,20,23,Furnished,Covered,Resale,2023-02-02,INR,13782270
530,Jaipur,Rajasthan,Apartment,2,2,778,1998,24,34,Furnished,Open,Resale,2025-01-19,INR,5000000
1934,Noida,Uttar Pradesh,House,4,4,3006,2000,0,1,Unfurnished,Covered,Resale,2025-05-18,INR,28872759
1613,Kolkata,West Bengal,Apartment,2,3,1181,2016,5,15,Unfurnished,Covered,Resale,2025-03-24,INR,10575238
1209,Noida,Uttar Pradesh,Apartment,2,1,719,2023,23,32,Semi-Furnished,Covered,New,2024-05-22,INR,7104842
637,Delhi,Delhi,Apartment,2,3,732,2022,19,23,Unfurnished,Covered,Resale,2023-04-19,INR,13760552
2197,Jaipur,Rajasthan,Townhouse,4,5,2370,2011,0,1,Unfurnished,None,Resale,2023-09-22,INR,14557444
186,Gurgaon,Haryana,Townhouse,2,2,852,2010,0,1,Unfurnished,Covered,Resale,2024-12-06,INR,12022813
1997,Noida,Uttar Pradesh,House,4,4,2474,2011,0,1,Unfurnished,Covered,Resale,2023-11-29,INR,25173853
945,Mumbai,Maharashtra,Apartment,3,2,1040,2003,8,9,Semi-Furnished,None,Resale,2023-07-31,INR,27775262
1805,Bengaluru,Karnataka,Apartment,1,1,714,2001,4,14,Semi-Furnished,Covered,Resale,2025-01-14,INR,6921685
1657,Chennai,Tamil Nadu,Apartment,3,3,1388,2014,19,20,Unfurnished,None,Resale,2024-06-03,INR,14868881
1779,Hyderabad,Telangana,Apartment,3,3,1779,2016,14,23,Semi-Furnished,Covered,Resale,2024-09-13,INR,17257548
512,Jaipur,Rajasthan,Apartment,2,2,851,2022,20,29,Unfurnished,None,Resale,2024-07-08,INR,5336701
801,Bengaluru,Karnataka,Townhouse,2,3,760,2017,0,1,Unfurnished,Covered,Resale,2024-04-11,INR,9997721
1135,Kolkata,West Bengal,Apartment,2,1,771,2006,21,22,Semi-Furnished,Open,Resale,2025-04-16,INR,6414888
1395,Delhi,Delhi,Condo,1,1,719,2016,17,21,Semi-Furnished,Covered,Resale,2024-12-20,INR,12376589
2406,Lucknow,Uttar Pradesh,Apartment,3,3,1396,2025,24,34,Unfurnished,Covered,Resale,2023-05-16,INR,9216196
608,Chennai,Tamil Nadu,Apartment,1,2,495,2007,2,11,Semi-Furnished,Open,Resale,2024-10-07,INR,5000000
1208,Jaipur,Rajasthan,Condo,4,3,1715,2013,5,14,Unfurnished,Covered,Resale,2023-03-21,INR,9805159
152,Lucknow,Uttar Pradesh,Condo,1,1,472,2012,19,24,Semi-Furnished,Open,Resale,2024-11-23,INR,5000000
1558,Chennai,Tamil Nadu,Apartment,2,2,1154,2018,16,25,Unfurnished,Covered,Resale,2024-03-19,INR,11656338
857,Jaipur,Rajasthan,Apartment,3,3,1455,2015,19,25,Semi-Furnished,Covered,Resale,2023-08-24,INR,8457546
1136,Hyderabad,Telangana,Apartment,3,4,1624,2019,2,9,Semi-Furnished,Covered,Resale,2025-02-22,INR,16965395
875,Kolkata,West Bengal,Apartment,3,3,1468,2012,12,13,Unfurnished,Covered,Resale,2024-11-05,INR,12498576
2276,Hyderabad,Telangana,House,3,3,1423,2025,0,1,Furnished,None,New,2024-05-20,INR,15004520
24,Bengaluru,Karnataka,Apartment,2,2,1162,1998,25,33,Unfurnished,Covered,Resale,2024-01-24,INR,11912741
159,Mumbai,Maharashtra,Apartment,3,4,1744,2017,9,11,Unfurnished,Covered,Resale,2024-03-09,INR,38387030
332,Mumbai,Maharashtra,Apartment,1,2,553,2021,10,11,Semi-Furnished,Open,Resale,2023-12-15,INR,13794927
1111,Ahmedabad,Gujarat,Condo,3,3,1055,2000,10,20,Semi-Furnished,Covered,Resale,2023-10-04,INR,6860383
2388,Lucknow,Uttar Pradesh,Apartment,2,1,1200,2024,22,26,Furnished,None,Resale,2024-07-24,INR,6908690
1718,Pune,Maharashtra,Apartment,2,2,738,2023,5,15,Unfurnished,None,New,2024-07-12,INR,7391922
2366,Jaipur,Rajasthan,Apartment,2,2,890,2017,21,24,Semi-Furnished,Open,Resale,2024-08-03,INR,6136259
2450,Bengaluru,Karnataka,Condo,3,3,1349,2012,2,11,Semi-Furnished,Covered,Resale,2024-04-17,INR,15862895
643,Lucknow,Uttar Pradesh,Townhouse,2,2,878,2009,0,1,Unfurnished,None,Resale,2024-07-25,INR,5000000
1438,Ahmedabad,Gujarat,Condo,1,1,710,2023,2,5,Semi-Furnished,None,Resale,2023-01-24,INR,5704128
312,Hyderabad,Telangana,Apartment,3,2,1238,2016,10,11,Semi-Furnished,Open,Resale,2024-10-13,INR,13114294
352,Hyderabad,Telangana,Townhouse,2,3,832,2005,0,1,Furnished,None,Resale,2025-01-14,INR,9276621
549,Kolkata,West Bengal,Apartment,3,3,1155,2021,19,29,Unfurnished,None,Resale,2023-04-20,INR,10861202
1745,Lucknow,Uttar Pradesh,Apartment,3,3,1542,2017,16,18,Unfurnished,Covered,Resale,2024-12-03,INR,7705051
1126,Kolkata,West Bengal,Condo,1,1,508,1997,19,20,Unfurnished,Covered,Resale,2025-02-06,INR,5000000
307,Hyderabad,Telangana,House,2,1,1020,1988,0,1,Unfurnished,None,Resale,2024-01-08,INR,10017133
288,Lucknow,Uttar Pradesh,Condo,3,2,1047,2001,5,13,Semi-Furnished,None,Resale,2025-03-13,INR,5771686
695,Jaipur,Rajasthan,House,4,5,2817,1990,0,1,Semi-Furnished,None,Resale,2025-04-19,INR,16709004
963,Gurgaon,Haryana,House,4,4,3031,2024,0,1,Unfurnished,None,New,2025-02-21,INR,43889269
631,Pune,Maharashtra,Apartment,2,2,1031,2006,6,11,Unfurnished,Covered,Resale,2024-07-21,INR,7991465
1813,Mumbai,Maharashtra,Apartment,2,2,763,2024,17,26,Semi-Furnished,Covered,New,2023-02-08,INR,24089886
950,Jaipur,Rajasthan,Apartment,2,2,904,2014,22,25,Unfurnished,Covered,Resale,2025-08-25,INR,5565430
1390,Gurgaon,Haryana,House,3,3,1807,1993,0,1,Furnished,Covered,Resale,2024-11-30,INR,22440735
987,Kolkata,West Bengal,Apartment,2,3,839,2006,22,23,Unfurnished,Covered,Resale,2023-01-04,INR,7843202
991,Pune,Maharashtra,Apartment,3,4,1270,2020,1,2,Furnished,Covered,Resale,2024-02-23,INR,13484093
1591,Hyderabad,Telangana,Condo,3,3,1460,2008,7,17,Semi-Furnished,None,Resale,2025-07-01,INR,12723959
782,Lucknow,Uttar Pradesh,House,4,4,2586,2024,0,1,Unfurnished,Covered,New,2025-02-12,INR,14131475
1377,Chennai,Tamil Nadu,Apartment,2,2,863,2016,22,26,Furnished,None,Resale,2023-03-20,INR,9403738
837,Ahmedabad,Gujarat,Apartment,3,3,1067,2001,12,19,Semi-Furnished,Covered,Resale,2023-02-27,INR,7586673
1436,Kolkata,West Bengal,Apartment,3,3,1713,2011,25,32,Semi-Furnished,Open,Resale,2024-01-11,INR,15824100
2418,Bengaluru,Karnataka,Apartment,2,2,705,2009,12,13,Semi-Furnished,Covered,Resale,2025-06-03,INR,8398672
14,Jaipur,Rajasthan,Condo,3,3,1654,2015,17,26,Unfurnished,Covered,Resale,2023-07-23,INR,8757473
1221,Hyderabad,Telangana,Townhouse,3,3,1728,1996,0,1,Semi-Furnished,Covered,Resale,2024-03-23,INR,15468527
1408,Delhi,Delhi,Apartment,1,1,544,2000,19,25,Semi-Furnished,Covered,Resale,2024-12-11,INR,9831475
515,Pune,Maharashtra,Apartment,2,1,967,2018,1,5,Semi-Furnished,None,Resale,2023-02-14,INR,9005761
410,Noida,Uttar Pradesh,Apartment,2,2,1063,2018,10,12,Semi-Furnished,Covered,Resale,2023-07-02,INR,11429634
862,Kolkata,West Bengal,Condo,3,2,1483,2018,7,11,Furnished,Open,Resale,2025-02-18,INR,12191353
314,Delhi,Delhi,Apartment,2,3,911,2019,18,20,Unfurnished,Covered,Resale,2024-01-17,INR,16432489
1871,Hyderabad,Telangana,Apartment,2,2,836,2018,9,10,Unfurnished,Covered,Resale,2023-08-23,INR,7545139
1303,Delhi,Delhi,Townhouse,3,3,1006,2005,0,1,Unfurnished,None,Resale,2024-06-05,INR,15265637
1280,Pune,Maharashtra,Apartment,1,1,555,2017,7,10,Unfurnished,Covered,Resale,2024-04-15,INR,5122991
2500,Noida,Uttar Pradesh,Condo,4,3,1635,2013,6,14,Unfurnished,Covered,Resale,2025-08-18,INR,16641455
2359,Gurgaon,Haryana,Condo,1,1,786,2023,4,8,Unfurnished,None,New,2023-08-09,INR,9286127
383,Jaipur,Rajasthan,House,4,3,3005,1993,0,1,Unfurnished,Covered,Resale,2025-05-06,INR,13989554
1200,Kolkata,West Bengal,Apartment,3,3,1331,2013,6,8,Unfurnished,Covered,Resale,2025-01-31,INR,12383288
1624,Bengaluru,Karnataka,Apartment,3,2,1766,2014,9,12,Unfurnished,None,Resale,2023-10-24,INR,18884117
1878,Chennai,Tamil Nadu,Apartment,1,1,756,2016,4,8,Semi-Furnished,None,Resale,2024-01-26,INR,7823570
1510,Lucknow,Uttar Pradesh,Apartment,2,2,710,2019,3,10,Semi-Furnished,Covered,Resale,2025-07-08,INR,5000000
1002,Gurgaon,Haryana,Apartment,3,3,1703,2023,7,9,Unfurnished,Open,Resale,2025-04-22,INR,24443263
2241,Gurgaon,Haryana,Apartment,2,2,1049,2019,7,17,Unfurnished,Covered,Resale,2023-03-09,INR,13884066
264,Mumbai,Maharashtra,Apartment,3,3,1770,2010,8,12,Unfurnished,None,Resale,2025-03-26,INR,38270744
1291,Bengaluru,Karnataka,Townhouse,2,3,1136,2012,0,1,Unfurnished,Open,Resale,2024-06-19,INR,14054362
2160,Noida,Uttar Pradesh,Condo,1,1,513,2014,13,22,Unfurnished,Covered,Resale,2025-06-28,INR,5419488
1784,Bengaluru,Karnataka,House,4,5,2363,2016,0,1,Unfurnished,Covered,Resale,2023-04-05,INR,31240765
416,Hyderabad,Telangana,Condo,3,3,1773,2017,6,11,Semi-Furnished,Covered,Resale,2025-01-26,INR,17176816
1114,Noida,Uttar Pradesh,Townhouse,1,1,769,2017,0,1,Unfurnished,None,Resale,2023-04-28,INR,7771085
359,Hyderabad,Telangana,Condo,2,2,1088,2015,5,7,Semi-Furnished,Covered,Resale,2024-01-18,INR,11467464
1174,Lucknow,Uttar Pradesh,Condo,3,2,1155,2023,10,18,Semi-Furnished,Covered,New,2024-08-30,INR,7189400
9,Noida,Uttar Pradesh,Apartment,3,3,1658,2014,17,22,Unfurnished,Covered,Resale,2023-09-29,INR,15546819
2021,Lucknow,Uttar Pradesh,Apartment,1,1,629,2001,6,13,Unfurnished,Covered,Resale,2024-06-25,INR,5000000
317,Delhi,Delhi,Apartment,2,2,860,2012,14,19,Unfurnished,Covered,Resale,2024-07-02,INR,14600388
305,Noida,Uttar Pradesh,Condo,3,2,1343,2021,18,20,Semi-Furnished,Covered,Resale,2023-10-06,INR,15449554
428,Mumbai,Maharashtra,Apartment,1,1,778,2020,22,24,Semi-Furnished,Covered,Resale,2023-03-06,INR,22416783
106,Pune,Maharashtra,House,3,3,1849,2013,0,1,Unfurnished,None,Resale,2025-07-24,INR,18896795
2045,Bengaluru,Karnataka,Apartment,2,2,723,2003,25,35,Unfurnished,Open,Resale,2023-10-31,INR,7663501
122,Chennai,Tamil Nadu,Apartment,3,2,1718,2002,23,27,Semi-Furnished,Covered,Resale,2024-11-01,INR,17329714
822,Mumbai,Maharashtra,Condo,1,1,761,2015,17,25,Unfurnished,None,Resale,2025-07-12,INR,21493208
1553,Noida,Uttar Pradesh,Apartment,2,3,881,2021,24,29,Semi-Furnished,Covered,Resale,2024-08-14,INR,8804173
2291,Lucknow,Uttar Pradesh,Apartment,2,1,1059,2007,4,11,Unfurnished,Covered,Resale,2024-05-08,INR,5972741
1399,Kolkata,West Bengal,Apartment,4,3,2388,2020,21,22,Semi-Furnished,Covered,Resale,2024-06-20,INR,24796201
1776,Mumbai,Maharashtra,Apartment,2,1,782,1998,24,33,Semi-Furnished,Covered,Resale,2023-09-10,INR,17549084
2300,Pune,Maharashtra,Condo,3,3,1348,2014,8,9,Semi-Furnished,Open,Resale,2024-07-09,INR,12054172
116,Jaipur,Rajasthan,Apartment,2,2,868,2021,4,7,Furnished,None,Resale,2025-03-18,INR,5557410
1514,Noida,Uttar Pradesh,House,2,1,1292,2020,0,1,Semi-Furnished,Covered,Resale,2023-04-26,INR,12121778
745,Delhi,Delhi,Apartment,1,1,653,2019,19,24,Unfurnished,Covered,Resale,2024-12-31,INR,11549757
1559,Ahmedabad,Gujarat,Apartment,4,4,1638,2011,0,2,Unfurnished,Covered,Resale,2023-07-18,INR,11331659
2334,Ahmedabad,Gujarat,Apartment,2,2,811,2015,1,8,Semi-Furnished,Open,Resale,2023-12-04,INR,5000000
912,Hyderabad,Telangana,Apartment,1,1,548,2008,19,21,Furnished,Covered,Resale,2025-07-12,INR,5605711
1489,Gurgaon,Haryana,Apartment,2,2,986,2024,9,15,Semi-Furnished,Covered,Resale,2024-05-15,INR,12342168
673,Noida,Uttar Pradesh,Apartment,2,1,771,2019,7,15,Unfurnished,Covered,Resale,2023-04-30,INR,7381094
2307,Bengaluru,Karnataka,Apartment,3,4,1719,2018,1,4,Unfurnished,Covered,Resale,2024-02-08,INR,20482870
2052,Hyderabad,Telangana,Apartment,3,3,1587,2021,2,4,Semi-Furnished,None,Resale,2023-03-20,INR,15019357
1641,Hyderabad,Telangana,House,2,2,1145,2015,0,1,Semi-Furnished,Open,Resale,2025-06-20,INR,11929879
310,Chennai,Tamil Nadu,House,3,2,2035,1985,0,1,Unfurnished,Covered,Resale,2023-07-25,INR,20415240
592,Kolkata,West Bengal,Apartment,3,3,1332,2014,15,23,Unfurnished,None,Resale,2023-01-31,INR,10710002
463,Bengaluru,Karnataka,Apartment,3,2,1148,2014,7,13,Unfurnished,None,Resale,2024-09-06,INR,12171452
1988,Lucknow,Uttar Pradesh,Apartment,4,3,1945,2021,15,18,Semi-Furnished,Covered,Resale,2024-06-25,INR,11789171
942,Delhi,Delhi,House,3,3,1988,2004,0,1,Unfurnished,None,Resale,2023-05-09,INR,33336894
1648,Gurgaon,Haryana,Apartment,3,3,1054,2015,7,8,Furnished,Covered,Resale,2024-07-05,INR,15497906
2367,Bengaluru,Karnataka,House,5,5,3658,2012,0,1,Unfurnished,Covered,Resale,2023-07-08,INR,43635493
553,Delhi,Delhi,Apartment,4,4,2503,2019,12,13,Unfurnished,Covered,Resale,2025-06-06,INR,43806355
88,Chennai,Tamil Nadu,Apartment,3,2,1029,2025,0,9,Semi-Furnished,Covered,Resale,2024-09-15,INR,12217548
691,Hyderabad,Telangana,Apartment,3,3,1314,2002,24,26,Furnished,Covered,Resale,2023-05-14,INR,13010421
1692,Noida,Uttar Pradesh,House,4,3,2689,2007,0,1,Semi-Furnished,None,Resale,2024-08-01,INR,25302386
2413,Noida,Uttar Pradesh,Apartment,1,1,628,2024,25,30,Unfurnished,Covered,New,2025-08-28,INR,6151863
1616,Jaipur,Rajasthan,Apartment,2,3,1041,2012,12,22,Semi-Furnished,Covered,Resale,2025-04-24,INR,7977056
1162,Delhi,Delhi,House,4,5,3115,2019,0,1,Semi-Furnished,Covered,Resale,2024-06-04,INR,67753500
2421,Lucknow,Uttar Pradesh,Apartment,1,1,604,1999,18,23,Semi-Furnished,Covered,Resale,2023-09-09,INR,5000000
1414,Kolkata,West Bengal,Apartment,1,1,740,2002,17,19,Semi-Furnished,None,Resale,2023-08-18,INR,7211963
2220,Bengaluru,Karnataka,Apartment,3,3,1314,1998,12,21,Unfurnished,Covered,Resale,2025-01-13,INR,14362834
544,Mumbai,Maharashtra,Condo,3,3,1155,2010,12,21,Semi-Furnished,None,Resale,2024-02-07,INR,33519215
1761,Noida,Uttar Pradesh,Apartment,1,1,595,2022,19,27,Semi-Furnished,Covered,Resale,2024-06-21,INR,7407422
2217,Pune,Maharashtra,Condo,3,3,1133,2008,14,21,Furnished,Covered,Resale,2023-03-20,INR,11976938
495,Hyderabad,Telangana,Condo,2,2,911,2008,24,27,Unfurnished,Covered,Resale,2023-11-07,INR,10663921
366,Chennai,Tamil Nadu,House,4,4,2847,1993,0,1,Furnished,Open,Resale,2024-06-07,INR,29757698
2259,Pune,Maharashtra,Apartment,2,2,943,2013,16,23,Unfurnished,None,Resale,2023-05-22,INR,7041347
1551,Lucknow,Uttar Pradesh,Condo,2,2,936,2007,5,15,Semi-Furnished,Covered,Resale,2023-06-29,INR,5035025
274,Kolkata,West Bengal,Apartment,2,2,795,2015,5,14,Semi-Furnished,Covered,Resale,2024-07-04,INR,6920685
789,Mumbai,Maharashtra,Townhouse,4,5,2105,2009,0,1,Semi-Furnished,Covered,Resale,2025-06-26,INR,52911879
72,Lucknow,Uttar Pradesh,Apartment,1,1,601,2007,4,9,Unfurnished,Covered,Resale,2023-07-03,INR,5000000
1243,Kolkata,West Bengal,House,5,5,3634,1987,0,1,Unfurnished,Covered,Resale,2024-06-08,INR,28265217
1812,Mumbai,Maharashtra,Apartment,2,2,917,2001,2,4,Semi-Furnished,None,Resale,2023-12-05,INR,21209112
64,Gurgaon,Haryana,Apartment,3,3,1108,2013,22,25,Semi-Furnished,Open,Resale,2024-01-06,INR,13463163
395,Mumbai,Maharashtra,House,4,5,2807,2001,0,1,Furnished,Covered,Resale,2024-11-16,INR,82130757
1205,Bengaluru,Karnataka,Apartment,3,4,1740,2022,8,15,Unfurnished,Covered,Resale,2025-02-17,INR,21076899
344,Noida,Uttar Pradesh,Condo,2,2,852,2007,15,18,Unfurnished,Covered,Resale,2023-02-20,INR,7898932
1375,Gurgaon,Haryana,Condo,1,1,574,2025,17,27,Semi-Furnished,Covered,New,2025-05-28,INR,9828839
1381,Delhi,Delhi,House,2,2,1353,2002,0,1,Semi-Furnished,Covered,Resale,2025-07-07,INR,23950410
501,Jaipur,Rajasthan,Apartment,4,4,2051,2002,4,5,Semi-Furnished,Covered,Resale,2024-03-24,INR,12478012
1673,Noida,Uttar Pradesh,Apartment,1,1,496,2000,25,27,Unfurnished,Covered,Resale,2024-09-06,INR,5000000
678,Bengaluru,Karnataka,Condo,2,2,806,2009,18,25,Semi-Furnished,Covered,Resale,2025-06-07,INR,11384811
1028,Chennai,Tamil Nadu,Apartment,2,2,880,2000,15,20,Semi-Furnished,Covered,Resale,2023-07-03,INR,9448079
1887,Ahmedabad,Gujarat,Condo,2,2,701,2011,23,33,Unfurnished,Covered,Resale,2025-04-15,INR,5000000
2466,Hyderabad,Telangana,Apartment,3,4,1013,2009,24,31,Unfurnished,Covered,Resale,2025-07-25,INR,10242129
273,Lucknow,Uttar Pradesh,Apartment,3,3,1120,2007,16,23,Unfurnished,Covered,Resale,2023-04-30,INR,6276989
2474,Bengaluru,Karnataka,Apartment,3,3,1439,1996,22,32,Unfurnished,Covered,Resale,2024-10-20,INR,14686742
206,Hyderabad,Telangana,Apartment,2,2,751,2019,5,12,Unfurnished,Covered,Resale,2023-05-21,INR,6797489
734,Gurgaon,Haryana,Apartment,3,3,1034,2008,15,22,Semi-Furnished,Open,Resale,2023-03-24,INR,11764747
153,Noida,Uttar Pradesh,House,3,3,1733,2025,0,1,Semi-Furnished,Covered,New,2025-03-14,INR,18768718
2371,Lucknow,Uttar Pradesh,Apartment,3,3,1012,2009,16,21,Unfurnished,None,Resale,2023-09-10,INR,5236743
558,Bengaluru,Karnataka,Apartment,3,2,1739,2015,22,31,Semi-Furnished,Open,Resale,2023-07-04,INR,20678040
378,Ahmedabad,Gujarat,Apartment,1,1,641,2024,21,22,Semi-Furnished,None,New,2025-07-02,INR,5000000
536,Gurgaon,Haryana,Apartment,3,2,1115,2020,9,10,Furnished,Open,Resale,2023-09-06,INR,15647635
974,Delhi,Delhi,House,3,3,2147,2000,0,1,Semi-Furnished,Open,Resale,2023-10-15,INR,33504756
1001,Jaipur,Rajasthan,Apartment,2,2,772,1995,4,10,Unfurnished,Covered,Resale,2023-08-18,INR,5000000
1873,Delhi,Delhi,Condo,2,2,842,2008,8,15,Semi-Furnished,Covered,Resale,2025-07-27,INR,13478777
199,Mumbai,Maharashtra,Apartment,3,3,1019,2013,13,22,Unfurnished,Covered,Resale,2024-03-04,INR,25198371
562,Pune,Maharashtra,Apartment,3,3,1166,2023,23,31,Unfurnished,Covered,Resale,2023-07-03,INR,14550912
686,Delhi,Delhi,Apartment,2,2,1146,2009,21,27,Semi-Furnished,Covered,Resale,2025-05-15,INR,19655979
1214,Pune,Maharashtra,Apartment,3,4,1160,1999,20,21,Semi-Furnished,Covered,Resale,2024-10-13,INR,12067874
591,Delhi,Delhi,Apartment,3,3,1481,2007,8,14,Unfurnished,Open,Resale,2023-08-18,INR,21951824
520,Lucknow,Uttar Pradesh,House,3,4,1950,2018,0,1,Semi-Furnished,Covered,Resale,2025-02-23,INR,12179212
309,Pune,Maharashtra,Apartment,3,2,1183,2007,2,10,Furnished,Open,Resale,2024-06-12,INR,11585048
605,Ahmedabad,Gujarat,Condo,2,2,1019,2005,12,18,Unfurnished,Open,Resale,2024-06-05,INR,6592516
2155,Pune,Maharashtra,Townhouse,1,2,729,1985,0,1,Furnished,None,Resale,2024-05-17,INR,6193127
2260,Noida,Uttar Pradesh,Apartment,2,1,908,2023,16,23,Unfurnished,Open,New,2024-12-11,INR,9490574
60,Hyderabad,Telangana,Apartment,1,1,572,2002,14,19,Unfurnished,Open,Resale,2024-11-16,INR,5548653
584,Mumbai,Maharashtra,House,4,3,2332,2011,0,1,Unfurnished,Covered,Resale,2023-02-17,INR,71808713
860,Delhi,Delhi,Apartment,1,1,620,2006,24,29,Unfurnished,Covered,Resale,2023-12-04,INR,10249206
208,Gurgaon,Haryana,Apartment,2,1,1167,2024,12,20,Unfurnished,Open,Resale,2024-03-03,INR,16475956
2018,Kolkata,West Bengal,House,2,2,803,1986,0,1,Unfurnished,Covered,Resale,2023-09-08,INR,5500440
870,Mumbai,Maharashtra,Apartment,3,3,1400,2004,23,25,Unfurnished,Covered,Resale,2023-04-24,INR,39098304
786,Kolkata,West Bengal,Apartment,3,3,1771,2020,13,20,Semi-Furnished,None,Resale,2024-03-07,INR,17298382
907,Bengaluru,Karnataka,Apartment,3,3,1407,2019,13,16,Unfurnished,Open,Resale,2025-07-11,INR,14474530
2428,Hyderabad,Telangana,Condo,1,2,695,2006,12,17,Unfurnished,Covered,Resale,2024-11-29,INR,6624774
793,Hyderabad,Telangana,Apartment,2,3,874,2020,17,27,Unfurnished,Open,Resale,2023-06-13,INR,8872498
832,Kolkata,West Bengal,Apartment,2,2,799,2010,23,27,Semi-Furnished,None,Resale,2025-06-20,INR,6584107
163,Ahmedabad,Gujarat,Apartment,2,2,829,2020,23,25,Semi-Furnished,Covered,Resale,2024-01-01,INR,6472669
1308,Chennai,Tamil Nadu,Apartment,2,2,1124,2020,24,31,Unfurnished,Covered,Resale,2024-04-05,INR,12897772
527,Noida,Uttar Pradesh,Apartment,2,2,788,2015,3,13,Semi-Furnished,Covered,Resale,2025-07-09,INR,6667271
1577,Bengaluru,Karnataka,Condo,3,3,1110,2008,19,24,Semi-Furnished,Covered,Resale,2023-10-26,INR,12640483
257,Lucknow,Uttar Pradesh,House,3,3,1723,1985,0,1,Unfurnished,Covered,Resale,2024-02-10,INR,9675071
507,Gurgaon,Haryana,Apartment,1,1,749,2002,18,26,Unfurnished,Open,Resale,2025-03-19,INR,8658907
1957,Hyderabad,Telangana,Condo,2,2,882,2012,4,6,Unfurnished,Covered,Resale,2024-08-21,INR,7203593
2121,Noida,Uttar Pradesh,Apartment,3,3,1121,2011,14,18,Semi-Furnished,Open,Resale,2023-11-04,INR,13173899
2229,Bengaluru,Karnataka,Apartment,3,2,1608,2014,1,3,Semi-Furnished,Covered,Resale,2025-04-27,INR,16166455
2165,Mumbai,Maharashtra,Apartment,1,1,628,2008,2,5,Furnished,Open,Resale,2023-06-20,INR,17854179
863,Noida,Uttar Pradesh,House,3,4,2059,2018,0,1,Unfurnished,None,Resale,2024-04-17,INR,22907660
